Applicant_Name,Gender,State,District,PinCode,GID,Owner,TypeOfConnection,Status,connection_no,connection_date,Connection_Status
Deepak Patel,Male,Telangana,Karimnagar,582118,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB000198,2026-06-11,RELEASED
Evelyn Taylor,Male,Karnataka,Mysuru,518166,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB000199,2026-06-11,RELEASED
Akash Iyer,Female,Karnataka,Belagavi,581654,ADHAR,JOINT,Commercial,Connection Released,EB000200,2026-06-11,RELEASED
Karthik Davis,Male,Kerala,Kozhikode,569897,ADHAR,INDIVIDUAL,Residential,Connection Released,EB000201,2026-06-11,RELEASED
Evelyn Anderson,Female,Kerala,Kochi,557523,PAN,INDIVIDUAL,Commercial,Connection Released,EB000202,2026-06-11,RELEASED
Prakash Patel,Female,Kerala,Kochi,574509,PAN,JOINT,Commercial,Connection Released,EB000203,2026-06-11,RELEASED
Thomas Nair,Male,Andhra Pradesh,Kurnool,655286,ADHAR,JOINT,Commercial,Connection Released,EB000204,2026-06-11,RELEASED
Manoj Brown,Female,Tamil Nadu,Coimbatore,655577,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB000205,2026-06-11,RELEASED
Abigail Wilson,Male,Andhra Pradesh,Kurnool,641543,PAN,JOINT,Commercial,Connection Released,EB000206,2026-06-11,RELEASED
Harper Kumar,Male,Karnataka,Hubballi,664798,PAN,JOINT,Residential,CONNECTING,EB000207,2026-06-11,PENDING
Vikram Brown,Female,Tamil Nadu,Coimbatore,660629,ADHAR,JOINT,Residential,Connection Released,EB000208,2026-06-11,RELEASED
James Miller,Male,Kerala,Thrissur,574552,VOTER_ID,JOINT,Residential,Connection Released,EB000209,2026-06-11,RELEASED
Priya Johnson,Male,Karnataka,Mangaluru,525944,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB000210,2026-06-11,RELEASED
Michael Kumar,Female,Karnataka,Belagavi,621829,ADHAR,JOINT,Commercial,Connection Released,EB000211,2026-06-11,RELEASED
Manoj Brown,Male,Kerala,Kannur,513027,PASSPORT,JOINT,Commercial,CONNECTING,EB000212,2026-06-11,PENDING
Karthik Reddy,Female,Tamil Nadu,Salem,639958,ADHAR,JOINT,Residential,Connection Released,EB000213,2026-06-11,RELEASED
Varun Iyer,Female,Kerala,Kannur,565647,ADHAR,JOINT,Residential,Connection Released,EB000214,2026-06-11,RELEASED
Amit Anderson,Male,Karnataka,Hubballi,630920,PAN,JOINT,Commercial,DISCONNECTED,EB000215,2026-06-11,DISCONNECTED
Michael Patel,Male,Tamil Nadu,Madurai,564790,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB000216,2026-06-11,RELEASED
William Moore,Female,Telangana,Khammam,528766,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB000217,2026-06-11,RELEASED
Arjun Davis,Female,Telangana,Nizamabad,520889,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB000218,2026-06-11,RELEASED
John Gupta,Female,Kerala,Kochi,537728,PASSPORT,JOINT,Commercial,Connection Released,EB000219,2026-06-11,RELEASED
Mia Miller,Male,Andhra Pradesh,Vijayawada,652447,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB000220,2026-06-11,RELEASED
Jack Patel,Male,Andhra Pradesh,Visakhapatnam,656053,PASSPORT,JOINT,Residential,Connection Released,EB000221,2026-06-11,RELEASED
Kavya Sharma,Female,Karnataka,Mangaluru,521809,ADHAR,JOINT,Residential,Connection Released,EB000222,2026-06-11,RELEASED
Prakash Sharma,Female,Tamil Nadu,Madurai,634954,VOTER_ID,JOINT,Commercial,Connection Released,EB000223,2026-06-11,RELEASED
Daniel Sharma,Male,Kerala,Kannur,548963,ADHAR,INDIVIDUAL,Commercial,FAILED,EB000224,2026-06-11,PENDING
Jack Moore,Female,Tamil Nadu,Coimbatore,685686,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB000225,2026-06-11,RELEASED
Rahul Kumar,Female,Andhra Pradesh,Kurnool,687462,VOTER_ID,JOINT,Commercial,CONNECTING,EB000226,2026-06-11,PENDING
Jack Smith,Male,Kerala,Kozhikode,574826,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB000227,2026-06-11,RELEASED
Joseph Sharma,Female,Karnataka,Mysuru,683309,PAN,JOINT,Residential,Connection Released,EB000228,2026-06-11,RELEASED
Amit Miller,Female,Telangana,Warangal,559616,PAN,JOINT,Commercial,Connection Released,EB000229,2026-06-11,RELEASED
Evelyn Davis,Male,Karnataka,Mangaluru,666183,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB000230,2026-06-11,RELEASED
Varun Anderson,Female,Kerala,Thrissur,640430,PAN,INDIVIDUAL,Commercial,Connection Released,EB000231,2026-06-11,RELEASED
William Taylor,Female,Kerala,Kozhikode,597526,ADHAR,INDIVIDUAL,Residential,CONNECTING,EB000232,2026-06-11,PENDING
Arjun Singh,Female,Andhra Pradesh,Vijayawada,543997,PAN,JOINT,Residential,Connection Released,EB000233,2026-06-11,RELEASED
Varun Davis,Female,Kerala,Thiruvananthapuram,665230,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB000234,2026-06-11,RELEASED
Olivia Wilson,Male,Kerala,Thrissur,508880,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB000235,2026-06-11,RELEASED
Evelyn Reddy,Male,Tamil Nadu,Salem,574338,VOTER_ID,JOINT,Residential,Connection Released,EB000236,2026-06-11,RELEASED
Karthik Anderson,Male,Karnataka,Bengaluru,543051,PAN,JOINT,Residential,DISCONNECTED,EB000237,2026-06-11,DISCONNECTED
Abigail Moore,Male,Tamil Nadu,Madurai,665224,PAN,JOINT,Commercial,UNKNOWN,EB000238,2026-06-11,PENDING
Karthik Iyer,Female,Andhra Pradesh,Vijayawada,549216,PAN,JOINT,Commercial,FAILED,EB000239,2026-06-11,PENDING
Evelyn Anderson,Female,Kerala,Thiruvananthapuram,663601,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB000240,2026-06-11,RELEASED
Amelia Moore,Male,Karnataka,Bengaluru,615972,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB000241,2026-06-11,RELEASED
Naveen Sharma,Male,Telangana,Nizamabad,699252,PASSPORT,JOINT,Residential,DISCONNECTED,EB000242,2026-06-11,DISCONNECTED
Thomas Anderson,Female,Telangana,Karimnagar,677495,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB000243,2026-06-11,RELEASED
Prakash Patel,Male,Karnataka,Hubballi,575668,ADHAR,JOINT,Commercial,Connection Released,EB000244,2026-06-11,RELEASED
Rahul Johnson,Female,Tamil Nadu,Tirunelveli,673743,VOTER_ID,INDIVIDUAL,Commercial,CONNECTING,EB000245,2026-06-11,PENDING
Daniel Smith,Male,Tamil Nadu,Salem,602708,PAN,INDIVIDUAL,Residential,Connection Released,EB000246,2026-06-11,RELEASED
Varun Nair,Male,Telangana,Karimnagar,542779,VOTER_ID,JOINT,Residential,Connection Released,EB000247,2026-06-11,RELEASED
Amit Miller,Male,Telangana,Warangal,537660,ADHAR,INDIVIDUAL,Commercial,DISCONNECTED,EB000248,2026-06-11,DISCONNECTED
Sneha Brown,Female,Andhra Pradesh,Nellore,694658,ADHAR,INDIVIDUAL,Residential,Connection Released,EB000249,2026-06-11,RELEASED
Amelia Smith,Male,Tamil Nadu,Salem,578998,VOTER_ID,INDIVIDUAL,Commercial,CONNECTING,EB000250,2026-06-11,PENDING
Naveen Anderson,Male,Andhra Pradesh,Kurnool,570833,PASSPORT,JOINT,Commercial,Connection Released,EB000251,2026-06-11,RELEASED
James Brown,Female,Tamil Nadu,Madurai,519237,PAN,INDIVIDUAL,Residential,Connection Released,EB000252,2026-06-11,RELEASED
Vikram Wilson,Female,Kerala,Kannur,505079,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB000253,2026-06-11,RELEASED
Emma Gupta,Female,Kerala,Kozhikode,660907,ADHAR,INDIVIDUAL,Residential,DISCONNECTED,EB000254,2026-06-11,DISCONNECTED
Sneha Anderson,Female,Andhra Pradesh,Kurnool,516728,PASSPORT,JOINT,Commercial,UNKNOWN,EB000255,2026-06-11,PENDING
John Gupta,Male,Andhra Pradesh,Vijayawada,694051,ADHAR,JOINT,Residential,DISCONNECTED,EB000256,2026-06-11,DISCONNECTED
Deepak Rajan,Female,Andhra Pradesh,Kurnool,501226,PASSPORT,JOINT,Commercial,Connection Released,EB000257,2026-06-11,RELEASED
Meera Smith,Male,Kerala,Kannur,630605,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB000258,2026-06-11,RELEASED
David Verma,Male,Telangana,Warangal,666240,PAN,JOINT,Commercial,CONNECTING,EB000259,2026-06-11,PENDING
Priya Rajan,Male,Telangana,Nizamabad,689536,VOTER_ID,JOINT,Commercial,Connection Released,EB000260,2026-06-11,RELEASED
Abigail Rajan,Male,Tamil Nadu,Chennai,657968,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB000261,2026-06-11,RELEASED
Amit Moore,Male,Kerala,Thrissur,590234,PASSPORT,INDIVIDUAL,Residential,DISCONNECTED,EB000262,2026-06-11,DISCONNECTED
Abigail Nair,Male,Telangana,Hyderabad,589310,ADHAR,JOINT,Commercial,CONNECTING,EB000263,2026-06-11,PENDING
Jack Iyer,Female,Andhra Pradesh,Guntur,637648,ADHAR,INDIVIDUAL,Residential,Connection Released,EB000264,2026-06-11,RELEASED
Sneha Sharma,Female,Telangana,Khammam,656419,PASSPORT,JOINT,Commercial,CONNECTING,EB000265,2026-06-11,PENDING
Deepak Singh,Female,Karnataka,Belagavi,659018,PASSPORT,JOINT,Residential,Connection Released,EB000266,2026-06-11,RELEASED
Priya Moore,Male,Tamil Nadu,Salem,680986,VOTER_ID,JOINT,Residential,DISCONNECTED,EB000267,2026-06-11,DISCONNECTED
John Kumar,Female,Karnataka,Mysuru,624777,PASSPORT,INDIVIDUAL,Residential,CONNECTING,EB000268,2026-06-11,PENDING
Ananya Taylor,Female,Telangana,Hyderabad,611855,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB000269,2026-06-11,RELEASED
Robert Verma,Male,Karnataka,Mysuru,654689,PAN,INDIVIDUAL,Residential,Connection Released,EB000270,2026-06-11,RELEASED
Abigail Thomas,Female,Telangana,Warangal,628045,ADHAR,INDIVIDUAL,Residential,Connection Released,EB000271,2026-06-11,RELEASED
Jack Anderson,Male,Tamil Nadu,Salem,550718,VOTER_ID,INDIVIDUAL,Commercial,CONNECTING,EB000272,2026-06-11,PENDING
Varun Johnson,Female,Andhra Pradesh,Guntur,640281,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB000273,2026-06-11,RELEASED
Daniel Reddy,Male,Andhra Pradesh,Guntur,617413,PAN,JOINT,Residential,Connection Released,EB000274,2026-06-11,RELEASED
Suresh Johnson,Male,Karnataka,Mysuru,567045,ADHAR,JOINT,Commercial,Connection Released,EB000275,2026-06-11,RELEASED
Pooja Davis,Male,Kerala,Thiruvananthapuram,508029,ADHAR,INDIVIDUAL,Residential,Connection Released,EB000276,2026-06-11,RELEASED
Mia Taylor,Male,Tamil Nadu,Salem,584551,PAN,INDIVIDUAL,Commercial,Connection Released,EB000277,2026-06-11,RELEASED
Jack Smith,Female,Telangana,Nizamabad,664908,VOTER_ID,JOINT,Residential,Connection Released,EB000278,2026-06-11,RELEASED
Deepak Singh,Female,Telangana,Khammam,620581,VOTER_ID,INDIVIDUAL,Commercial,CONNECTING,EB000279,2026-06-11,PENDING
Sophia Patel,Male,Karnataka,Bengaluru,518949,PASSPORT,JOINT,Residential,CONNECTING,EB000280,2026-06-11,PENDING
Rohit Verma,Male,Tamil Nadu,Chennai,505822,VOTER_ID,JOINT,Residential,Connection Released,EB000281,2026-06-11,RELEASED
Charlotte Verma,Female,Telangana,Khammam,668888,PASSPORT,JOINT,Residential,CONNECTING,EB000282,2026-06-11,PENDING
Joseph Moore,Female,Telangana,Warangal,660806,PAN,JOINT,Commercial,Connection Released,EB000283,2026-06-11,RELEASED
Rohit Davis,Male,Kerala,Kochi,601752,VOTER_ID,JOINT,Residential,DISCONNECTED,EB000284,2026-06-11,DISCONNECTED
Olivia Verma,Female,Tamil Nadu,Madurai,535115,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB000285,2026-06-11,RELEASED
William Gupta,Male,Telangana,Hyderabad,644370,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB000286,2026-06-11,RELEASED
Ananya Smith,Male,Andhra Pradesh,Kurnool,674641,ADHAR,INDIVIDUAL,Commercial,CONNECTING,EB000287,2026-06-11,PENDING
Ananya Brown,Male,Karnataka,Bengaluru,581723,PASSPORT,JOINT,Commercial,DISCONNECTED,EB000288,2026-06-11,DISCONNECTED
Rohit Moore,Female,Kerala,Thrissur,601892,ADHAR,JOINT,Commercial,DISCONNECTED,EB000289,2026-06-11,DISCONNECTED
Amit Anderson,Female,Andhra Pradesh,Guntur,559819,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB000290,2026-06-11,RELEASED
Evelyn Thomas,Female,Kerala,Thrissur,581007,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB000291,2026-06-11,RELEASED
Naveen Rajan,Male,Telangana,Warangal,598267,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB000292,2026-06-11,RELEASED
John Johnson,Male,Kerala,Kannur,698614,ADHAR,JOINT,Residential,Connection Released,EB000293,2026-06-11,RELEASED
William Sharma,Female,Karnataka,Bengaluru,618692,VOTER_ID,JOINT,Commercial,Connection Released,EB000294,2026-06-11,RELEASED
John Brown,Female,Andhra Pradesh,Guntur,634882,ADHAR,INDIVIDUAL,Residential,Connection Released,EB000295,2026-06-11,RELEASED
Charlotte Rajan,Male,Karnataka,Mangaluru,504376,PAN,INDIVIDUAL,Residential,Connection Released,EB000296,2026-06-11,RELEASED
Joseph Singh,Female,Telangana,Khammam,604575,VOTER_ID,JOINT,Commercial,Connection Released,EB000297,2026-06-11,RELEASED
Rahul Verma,Female,Karnataka,Bengaluru,612728,PAN,JOINT,Residential,Connection Released,EB000298,2026-06-11,RELEASED
Evelyn Reddy,Male,Andhra Pradesh,Kurnool,646440,PAN,INDIVIDUAL,Residential,Connection Released,EB000299,2026-06-11,RELEASED
Divya Gupta,Female,Telangana,Karimnagar,599594,ADHAR,JOINT,Residential,CONNECTING,EB000300,2026-06-11,PENDING
Karthik Rajan,Female,Tamil Nadu,Chennai,576669,VOTER_ID,JOINT,Residential,Connection Released,EB000301,2026-06-11,RELEASED
Ava Rajan,Male,Kerala,Kannur,517126,PASSPORT,JOINT,Commercial,Connection Released,EB000302,2026-06-11,RELEASED
Naveen Iyer,Female,Kerala,Kochi,655004,PASSPORT,JOINT,Residential,Connection Released,EB000303,2026-06-11,RELEASED
Pooja Miller,Male,Karnataka,Belagavi,580962,ADHAR,JOINT,Residential,Connection Released,EB000304,2026-06-11,RELEASED
Divya Miller,Male,Andhra Pradesh,Vijayawada,619676,PASSPORT,JOINT,Residential,CONNECTING,EB000305,2026-06-11,PENDING
Mia Nair,Female,Andhra Pradesh,Vijayawada,560455,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB000306,2026-06-11,RELEASED
Sophia Taylor,Male,Tamil Nadu,Salem,626685,VOTER_ID,JOINT,Residential,DISCONNECTED,EB000307,2026-06-11,DISCONNECTED
Charlotte Verma,Female,Kerala,Kochi,685414,PASSPORT,JOINT,Commercial,Connection Released,EB000308,2026-06-11,RELEASED
Vikram Kumar,Male,Kerala,Kannur,662934,PASSPORT,INDIVIDUAL,Commercial,FAILED,EB000309,2026-06-11,PENDING
Joseph Thomas,Female,Andhra Pradesh,Vijayawada,511347,ADHAR,INDIVIDUAL,Residential,Connection Released,EB000310,2026-06-11,RELEASED
William Sharma,Male,Andhra Pradesh,Visakhapatnam,682744,ADHAR,INDIVIDUAL,Commercial,UNKNOWN,EB000311,2026-06-11,PENDING
Akash Moore,Female,Telangana,Nizamabad,619787,ADHAR,INDIVIDUAL,Residential,Connection Released,EB000312,2026-06-11,RELEASED
Daniel Nair,Female,Telangana,Hyderabad,590804,PASSPORT,JOINT,Residential,Connection Released,EB000313,2026-06-11,RELEASED
William Nair,Female,Telangana,Khammam,506619,VOTER_ID,JOINT,Residential,Connection Released,EB000314,2026-06-11,RELEASED
Thomas Johnson,Female,Kerala,Kochi,568487,ADHAR,JOINT,Residential,Connection Released,EB000315,2026-06-11,RELEASED
James Johnson,Female,Telangana,Nizamabad,648897,PAN,INDIVIDUAL,Commercial,Connection Released,EB000316,2026-06-11,RELEASED
Pooja Johnson,Male,Tamil Nadu,Salem,506060,ADHAR,INDIVIDUAL,Commercial,CONNECTING,EB000317,2026-06-11,PENDING
Abigail Kumar,Male,Andhra Pradesh,Nellore,623962,ADHAR,JOINT,Residential,DISCONNECTED,EB000318,2026-06-11,DISCONNECTED
Suresh Gupta,Female,Karnataka,Hubballi,649360,VOTER_ID,JOINT,Commercial,UNKNOWN,EB000319,2026-06-11,PENDING
David Johnson,Female,Tamil Nadu,Coimbatore,578526,ADHAR,JOINT,Residential,Connection Released,EB000320,2026-06-11,RELEASED
John Smith,Male,Telangana,Nizamabad,698988,PAN,INDIVIDUAL,Commercial,Connection Released,EB000321,2026-06-11,RELEASED
Prakash Singh,Male,Telangana,Khammam,566165,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB000322,2026-06-11,RELEASED
Kavya Moore,Male,Tamil Nadu,Salem,592371,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB000323,2026-06-11,RELEASED
Naveen Brown,Male,Karnataka,Hubballi,572695,PAN,JOINT,Residential,Connection Released,EB000324,2026-06-11,RELEASED
Olivia Moore,Male,Karnataka,Mysuru,603046,PAN,JOINT,Commercial,Connection Released,EB000325,2026-06-11,RELEASED
David Patel,Male,Tamil Nadu,Chennai,598922,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB000326,2026-06-11,RELEASED
James Sharma,Male,Telangana,Warangal,567668,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB000327,2026-06-11,RELEASED
Amit Smith,Female,Kerala,Thrissur,635762,PAN,INDIVIDUAL,Residential,CONNECTING,EB000328,2026-06-11,PENDING
Rohit Brown,Male,Andhra Pradesh,Guntur,657646,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB000329,2026-06-11,RELEASED
Kavya Gupta,Male,Tamil Nadu,Chennai,541293,PAN,JOINT,Commercial,Connection Released,EB000330,2026-06-11,RELEASED
Charlotte Sharma,Female,Karnataka,Mangaluru,677392,VOTER_ID,JOINT,Residential,Connection Released,EB000331,2026-06-11,RELEASED
Divya Smith,Female,Andhra Pradesh,Vijayawada,623344,VOTER_ID,JOINT,Commercial,CONNECTING,EB000332,2026-06-11,PENDING
Sophia Nair,Male,Tamil Nadu,Chennai,607309,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB000333,2026-06-11,RELEASED
Amit Iyer,Female,Kerala,Thrissur,582681,PASSPORT,JOINT,Residential,Connection Released,EB000334,2026-06-11,RELEASED
Thomas Gupta,Male,Andhra Pradesh,Vijayawada,513150,VOTER_ID,JOINT,Commercial,Connection Released,EB000335,2026-06-11,RELEASED
Priya Gupta,Male,Kerala,Kannur,541345,ADHAR,JOINT,Commercial,Connection Released,EB000336,2026-06-11,RELEASED
Naveen Wilson,Male,Telangana,Karimnagar,539422,VOTER_ID,JOINT,Residential,Connection Released,EB000337,2026-06-11,RELEASED
Amelia Patel,Male,Tamil Nadu,Chennai,513958,ADHAR,INDIVIDUAL,Residential,Connection Released,EB000338,2026-06-11,RELEASED
Varun Moore,Male,Kerala,Thiruvananthapuram,622340,ADHAR,JOINT,Commercial,Connection Released,EB000339,2026-06-11,RELEASED
Pooja Miller,Male,Kerala,Thiruvananthapuram,635190,ADHAR,INDIVIDUAL,Residential,Connection Released,EB000340,2026-06-11,RELEASED
Akash Taylor,Female,Karnataka,Mysuru,608596,VOTER_ID,JOINT,Commercial,CONNECTING,EB000341,2026-06-11,PENDING
Deepak Nair,Female,Telangana,Hyderabad,658735,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB000342,2026-06-11,RELEASED
Kavya Iyer,Male,Karnataka,Mangaluru,501022,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB000343,2026-06-11,RELEASED
David Patel,Female,Kerala,Kannur,643137,PAN,INDIVIDUAL,Commercial,CONNECTING,EB000344,2026-06-11,PENDING
James Sharma,Female,Tamil Nadu,Madurai,578716,ADHAR,INDIVIDUAL,Residential,Connection Released,EB000345,2026-06-11,RELEASED
Daniel Gupta,Female,Kerala,Kannur,566521,ADHAR,INDIVIDUAL,Residential,FAILED,EB000346,2026-06-11,PENDING
Robert Nair,Male,Kerala,Kannur,541394,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB000347,2026-06-11,RELEASED
Emma Anderson,Female,Andhra Pradesh,Kurnool,675517,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB000348,2026-06-11,RELEASED
Priya Smith,Male,Telangana,Khammam,597967,ADHAR,JOINT,Commercial,Connection Released,EB000349,2026-06-11,RELEASED
Sneha Sharma,Female,Tamil Nadu,Tirunelveli,638824,ADHAR,JOINT,Residential,Connection Released,EB000350,2026-06-11,RELEASED
Naveen Johnson,Female,Telangana,Khammam,620830,PAN,INDIVIDUAL,Commercial,Connection Released,EB000351,2026-06-11,RELEASED
Daniel Reddy,Male,Andhra Pradesh,Guntur,640122,PAN,INDIVIDUAL,Commercial,Connection Released,EB000352,2026-06-11,RELEASED
Karthik Kumar,Male,Andhra Pradesh,Guntur,591387,PAN,INDIVIDUAL,Residential,Connection Released,EB000353,2026-06-11,RELEASED
Emma Patel,Male,Tamil Nadu,Salem,693808,ADHAR,JOINT,Residential,Connection Released,EB000354,2026-06-11,RELEASED
Robert Thomas,Male,Karnataka,Bengaluru,526795,PAN,INDIVIDUAL,Commercial,Connection Released,EB000355,2026-06-11,RELEASED
Joseph Verma,Male,Andhra Pradesh,Visakhapatnam,626355,ADHAR,INDIVIDUAL,Residential,Connection Released,EB000356,2026-06-11,RELEASED
David Wilson,Male,Andhra Pradesh,Kurnool,529972,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB000357,2026-06-11,RELEASED
Akash Nair,Female,Karnataka,Belagavi,683738,PAN,INDIVIDUAL,Commercial,Connection Released,EB000358,2026-06-11,RELEASED
Olivia Smith,Female,Karnataka,Mysuru,580569,PAN,INDIVIDUAL,Residential,Connection Released,EB000359,2026-06-11,RELEASED
Robert Kumar,Female,Telangana,Karimnagar,694645,ADHAR,JOINT,Commercial,Connection Released,EB000360,2026-06-11,RELEASED
Suresh Taylor,Male,Telangana,Khammam,536836,PAN,INDIVIDUAL,Commercial,CONNECTING,EB000361,2026-06-11,PENDING
James Reddy,Male,Andhra Pradesh,Visakhapatnam,614102,PAN,JOINT,Commercial,Connection Released,EB000362,2026-06-11,RELEASED
Thomas Taylor,Male,Telangana,Karimnagar,591121,PAN,INDIVIDUAL,Commercial,Connection Released,EB000363,2026-06-11,RELEASED
Priya Nair,Male,Telangana,Warangal,558947,ADHAR,JOINT,Residential,Connection Released,EB000364,2026-06-11,RELEASED
Ananya Smith,Female,Andhra Pradesh,Guntur,535988,ADHAR,JOINT,Commercial,Connection Released,EB000365,2026-06-11,RELEASED
Michael Singh,Male,Kerala,Thiruvananthapuram,608810,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB000366,2026-06-11,RELEASED
Naveen Taylor,Female,Telangana,Hyderabad,620834,ADHAR,JOINT,Residential,CONNECTING,EB000367,2026-06-11,PENDING
Olivia Verma,Male,Andhra Pradesh,Vijayawada,620089,VOTER_ID,JOINT,Commercial,Connection Released,EB000368,2026-06-11,RELEASED
Deepak Miller,Female,Telangana,Karimnagar,641357,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB000369,2026-06-11,RELEASED
Rahul Reddy,Male,Tamil Nadu,Madurai,570568,PAN,JOINT,Residential,CONNECTING,EB000370,2026-06-11,PENDING
Abigail Smith,Male,Telangana,Khammam,655156,VOTER_ID,INDIVIDUAL,Residential,FAILED,EB000371,2026-06-11,PENDING
Divya Reddy,Male,Karnataka,Bengaluru,640288,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB000372,2026-06-11,RELEASED
William Rajan,Female,Tamil Nadu,Tirunelveli,581951,ADHAR,INDIVIDUAL,Residential,Connection Released,EB000373,2026-06-11,RELEASED
David Sharma,Male,Andhra Pradesh,Kurnool,646820,PAN,JOINT,Commercial,Connection Released,EB000374,2026-06-11,RELEASED
Sophia Sharma,Male,Kerala,Kochi,694312,VOTER_ID,JOINT,Residential,Connection Released,EB000375,2026-06-11,RELEASED
Harper Patel,Male,Tamil Nadu,Tirunelveli,510978,ADHAR,JOINT,Commercial,Connection Released,EB000376,2026-06-11,RELEASED
Divya Nair,Female,Tamil Nadu,Tirunelveli,681731,PAN,JOINT,Commercial,DISCONNECTED,EB000377,2026-06-11,DISCONNECTED
